Title,Price_Raw,Price_PKR,Size_Raw,Size_Marla,Listing_URL,City,Property_Type,Bedrooms,Bathrooms,Location,Price_per_Marla,Area,Area_Grouped
6 Marla Corner/Facing Park Double Height House For Sale,2.45 Crore,24500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_6_marla_corner_facing_park_double_height_house_for_sale-54505190-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",4083333.3333333335,Eminabad More,Eminabad More
7 Marla single story house for Sale,1.7 Crore,17000000.0,7.0 Marla,7.0,https://www.zameen.com/Property/gujranwala_wahdat_colony_7_marla_single_story_house_for_sale-54689003-802-1.html,Gujranwala,House,4.0,4.0,"Wahdat Colony, Gujranwala, Punjab",2428571.4285714286,Wahdat Colony,Other
Affordable Prime Location House Available For Sale In Citi Housing Society,1.7 Crore,17000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_affordable_prime_location_house_available_for_sale_in_citi_housing_society-54563994-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3400000.0,Citi Housing Society,Citi Housing Society
Prime Location Ideal House For sale In Wapda Town,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_wapda_town_prime_location_ideal_house_for_sale_in_wapda_town-54669083-430-1.html,Gujranwala,House,4.0,4.0,"Wapda Town, Gujranwala, Punjab",4500000.0,Wapda Town,Wapda Town
"Ideal Prime Location 10 Marla House Available In Wapda Town,",5.25 Crore,52500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_wapda_town_ideal_prime_location_10_marla_house_available_in_wapda_town-54669084-430-1.html,Gujranwala,House,5.0,5.0,"Wapda Town, Gujranwala, Punjab",5250000.0,Wapda Town,Wapda Town
Prime Location House For Sale In Canal View Housing Scheme Canal View Housing Scheme,4.1 Crore,41000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_canal_view_housing_scheme_prime_location_house_for_sale_in_canal_view_housing_scheme_canal_view_housing_scheme-54669085-1126-1.html,Gujranwala,House,5.0,5.0,"Canal View Housing Scheme, Gujranwala, Punjab",4100000.0,Canal View Housing Scheme,Canal View Housing Scheme
Reserve A Prime Location House Of 10 Marla Now In Citi Housing Society,4.0 Crore,40000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_reserve_a_prime_location_house_of_10_marla_now_in_citi_housing_society-54669090-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4000000.0,Citi Housing Society,Citi Housing Society
Luxury 10 Marla house available for sale on prime location in Citi housing Gujranwala,3.0 Crore,30000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_luxury_10_marla_house_available_for_sale_on_prime_location_in_citi_housing_gujranwala-54608631-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",3000000.0,Citi Housing Society,Citi Housing Society
10 Marla Luxury House Available For Sale In Citi Housing Gujranwala,4.6 Crore,46000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_luxury_house_available_for_sale_in_citi_housing_gujranwala-54592301-3083-1.html,Gujranwala,House,5.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4600000.0,Citi Housing Society,Citi Housing Society
5 Marla Beautiful House Available For Sale In Royal Palm City Gujranwala,2.0 Crore,20000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_5_marla_beautiful_house_available_for_sale_in_royal_palm_city_gujranwala-54592302-11297-1.html,Gujranwala,House,4.0,5.0,"Eminabad More, Gujranwala, Punjab",4000000.0,Eminabad More,Eminabad More
5 Marla Brand New House For Sale Phase 2 Citi Housing Gujranwala,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_brand_new_house_for_sale_phase_2_citi_housing_gujranwala-54578905-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",5200000.0,Citi Housing Society,Citi Housing Society
Corner 7.12 Marla Modern House Available For Sale,3.25 Crore,32500000.0,7.1 Marla,7.1,https://www.zameen.com/Property/citi_housing_phase_3_citi_housing_phase_3_-_block_ee_corner_7_12_marla_modern_house_available_for_sale-54516131-20424-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4577464.788732395,Citi Housing Society,Citi Housing Society
5 Marla Beautiful House Available For Sale In Royal Palm City Gujranwala,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_5_marla_beautiful_house_available_for_sale_in_royal_palm_city_gujranwala-54585137-11297-1.html,Gujranwala,House,4.0,5.0,"Eminabad More, Gujranwala, Punjab",4200000.0,Eminabad More,Eminabad More
10 Marla Beautiful House For Sale In Citi Housing Gujranwala,3.9 Crore,39000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_beautiful_house_for_sale_in_citi_housing_gujranwala-54580124-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",3900000.0,Citi Housing Society,Citi Housing Society
Good Location 5 Marla House In Central Garden Town Phase 3 For Sale,2.1 Crore,21000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/garden_town_garden_town_phase_3_good_location_5_marla_house_in_central_garden_town_phase_3_for_sale-54495317-20133-1.html,Gujranwala,House,3.0,4.0,"Garden Town, Gujranwala, Punjab",4200000.0,Garden Town,Garden Town
House Smart Villa,1.75 Crore,17500000.0,6.0 Marla,6.0,https://www.zameen.com/Property/gujranwala_bypass_fazaia_housing_scheme_house_smart_villa-54649671-8476-1.html,Gujranwala,House,3.0,4.0,"Gujranwala Bypass, Gujranwala, Punjab",2916666.6666666665,Gujranwala Bypass,Other
5.5 Marla Designer Build Modern House For Sale,2.2 Crore,22000000.0,5.5 Marla,5.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_5_marla_designer_build_modern_house_for_sale-54640306-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4000000.0,Citi Housing Society,Citi Housing Society
Corner House Of 10 Marla Is Available For Sale,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_corner_house_of_10_marla_is_available_for_sale-54563198-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
Highly-Coveted Prime Location 10 Marla House Is Available In Citi Housing Society For Sale,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_highly-coveted_prime_location_10_marla_house_is_available_in_citi_housing_society_for_sale-54563205-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
10 Mrla Brand New House for sale Citi Housing Gujranwala,3.8 Crore,38000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_mrla_brand_new_house_for_sale_citi_housing_gujranwala-54192586-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
On Excellent Location House Sized 10 Marla Available In DC Colony - Bolan Block,4.95 Crore,49500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dc_colony_dc_colony_-_bolan_block_on_excellent_location_house_sized_10_marla_available_in_dc_colony_-_bolan_block-54558213-10119-1.html,Gujranwala,House,5.0,5.0,"DC Colony, Gujranwala, Punjab",4950000.0,DC Colony,DC Colony
Good Prime Location 10 Marla House For Sale In Royal Palm City,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_good_prime_location_10_marla_house_for_sale_in_royal_palm_city-54621580-11297-1.html,Gujranwala,House,5.0,5.0,"Eminabad More, Gujranwala, Punjab",4500000.0,Eminabad More,Eminabad More
"10 MARLA NEW BRAND DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",3.8 Crore,38000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_new_brand_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54655677-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
"10 MARLA NEW BRAND DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_new_brand_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54655637-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
"10 MARLA NEW BRAND DOUBLE STORY HOUSE AVAILABLE FOR SALE, IN CITI HOUSING GUJRANWALA ON PRIME LOCATION.",3.9 Crore,39000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_10_marla_new_brand_double_story_house_available_for_sale_in_citi_housing_gujranwala_on_prime_location-54660312-3083-1.html,Gujranwala,House,6.0,6.0,"Citi Housing Society, Gujranwala, Punjab",3900000.0,Citi Housing Society,Citi Housing Society
Prime Location House Of 5 Marla In Citi Housing Society Is Available,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_prime_location_house_of_5_marla_in_citi_housing_society_is_available-54527798-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
5 Marla Luxury House Available For Sale In Citi Housing Gujranwala,2.35 Crore,23500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_luxury_house_available_for_sale_in_citi_housing_gujranwala-54612886-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4700000.0,Citi Housing Society,Citi Housing Society
5 Marla Ultra Modern House Tour | Double Height | 50 Ft Road Citi Housing Gujranwala,2.75 Crore,27500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_ultra_modern_house_tour_double_height_50_ft_road_citi_housing_gujranwala-54364004-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5500000.0,Citi Housing Society,Citi Housing Society
5 Marla Beautiful Spanish Semi Furnished House | Royal Palm City Gujranwala,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/royal_palm_city_royal_palm_city_-_block_g_5_marla_beautiful_spanish_semi_furnished_house_royal_palm_city_gujranwala-54518558-17216-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",4400000.0,Eminabad More,Eminabad More
5 Marla Slightly Used House For Sale | Citi Housing Gujranwala,2.2 Crore,22000000.0,5.3 Marla,5.3,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_marla_slightly_used_house_for_sale_citi_housing_gujranwala-54650613-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4150943.3962264154,Citi Housing Society,Citi Housing Society
A Prime Location 10 Marla House Located In Citi Housing Society Is Available For sale,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_prime_location_10_marla_house_located_in_citi_housing_society_is_available_for_sale-54472795-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
In Citi Housing Society You Can Find The Perfect On Excellent Location House For sale,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_in_citi_housing_society_you_can_find_the_perfect_on_excellent_location_house_for_sale-54586530-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4500000.0,Citi Housing Society,Citi Housing Society
Prime Location 10 Marla House Is Available In Affordable Price In Royal Palm City,4.5 Crore,45000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_prime_location_10_marla_house_is_available_in_affordable_price_in_royal_palm_city-54621592-11297-1.html,Gujranwala,House,5.0,5.0,"Eminabad More, Gujranwala, Punjab",4500000.0,Eminabad More,Eminabad More
10 Marla Brand New House For Sale In DC Colony Gujranwala,3.75 Crore,37500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dc_colony_dc_colony_-_mehran_block_10_marla_brand_new_house_for_sale_in_dc_colony_gujranwala-54382787-10116-1.html,Gujranwala,House,6.0,6.0,"DC Colony, Gujranwala, Punjab",3750000.0,DC Colony,DC Colony
On Excellent Location 5 Marla House For Grabs In Citi Housing Society,2.6 Crore,26000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_-_phase_2_on_excellent_location_5_marla_house_for_grabs_in_citi_housing_society-54622017-3085-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",5200000.0,Citi Housing Society,Citi Housing Society
Luxury 5 Marla house available for sale in Citi housing Gujranwala,2.3 Crore,23000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_luxury_5_marla_house_available_for_sale_in_citi_housing_gujranwala-54687053-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4600000.0,Citi Housing Society,Citi Housing Society
Get In Touch Now To Buy A Prime Location 5 Marla House In Citi Housing Society,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_get_in_touch_now_to_buy_a_prime_location_5_marla_house_in_citi_housing_society-54650894-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",4400000.0,Citi Housing Society,Citi Housing Society
Most Beautiful 5 Marla Modern Classic House Tour | Citi Housing Gujranwala,2.4 Crore,24000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/citi_housing_society_citi_housing_-_phase_1_most_beautiful_5_marla_modern_classic_house_tour_citi_housing_gujranwala-54518150-3084-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4800000.0,Citi Housing Society,Citi Housing Society
"A Beautiful 5.5 Marla House Available For Sale On 50 Ft Road Near Park, Mosque In Citi Housing Gujranwala",2.6 Crore,26000000.0,5.5 Marla,5.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_beautiful_5_5_marla_house_available_for_sale_on_50_ft_road_near_park_mosque_in_citi_housing_gujranwala-54622638-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4727272.7272727275,Citi Housing Society,Citi Housing Society
Get In Touch Now To Buy A On Excellent Location 5 Marla House In Citi Housing Society,1.9 Crore,19000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_get_in_touch_now_to_buy_a_on_excellent_location_5_marla_house_in_citi_housing_society-54537613-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3800000.0,Citi Housing Society,Citi Housing Society
Luxury 10 Marla Double Storey House For Sale In DHA Gujranwala Sector C-5,3.95 Crore,39500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_defence_dha_sector_c_luxury_10_marla_double_storey_house_for_sale_in_dha_gujranwala_sector_c-5-54632430-18428-1.html,Gujranwala,House,6.0,5.0,"DHA Defence, Gujranwala, Punjab",3950000.0,DHA Defence,DHA Defence
A Good Location Brand New House Of 10 Marla In Gujranwala,3.2 Crore,32000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_a_good_location_brand_new_house_of_10_marla_in_gujranwala-52343964-21898-1.html,Gujranwala,House,6.0,6.0,"DHA Defence, Gujranwala, Punjab",3200000.0,DHA Defence,DHA Defence
Good Location sale A House In Gujranwala Prime Location,1.6 Crore,16000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_sector_a_dha_sector_a_-_rachna_villas_good_location_sale_a_house_in_gujranwala_prime_location-54535297-21898-1.html,Gujranwala,House,3.0,4.0,"DHA Defence, Gujranwala, Punjab",3200000.0,DHA Defence,DHA Defence
A On Excellent Location 10 Marla House Has Landed On Market In Citi Housing Society Of Citi Housing Society,4.3 Crore,43000000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_on_excellent_location_10_marla_house_has_landed_on_market_in_citi_housing_society_of_citi_housing_society-54350805-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4300000.0,Citi Housing Society,Citi Housing Society
A Great Choice For A On Excellent Location 5 Marla House Available In Citi Housing Society,1.7 Crore,17000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_a_great_choice_for_a_on_excellent_location_5_marla_house_available_in_citi_housing_society-54430526-3083-1.html,Gujranwala,House,4.0,4.0,"Citi Housing Society, Gujranwala, Punjab",3400000.0,Citi Housing Society,Citi Housing Society
Prime Location House Of 5 Marla For Sale In Royal Palm City,2.2 Crore,22000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_prime_location_house_of_5_marla_for_sale_in_royal_palm_city-54430560-11297-1.html,Gujranwala,House,4.0,4.0,"Eminabad More, Gujranwala, Punjab",4400000.0,Eminabad More,Eminabad More
5 Marla House Available For Sale In Sector C-5 DHA Gujranwala Near Mosque & Park,1.8 Crore,18000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/dha_defence_dha_sector_c_5_marla_house_available_for_sale_in_sector_c-5_dha_gujranwala_near_mosque_park-54169932-18428-1.html,Gujranwala,House,3.0,3.0,"DHA Defence, Gujranwala, Punjab",3600000.0,DHA Defence,DHA Defence
Buying A Prime Location House In Citi Housing Society?,4.25 Crore,42500000.0,10.0 Marla,10.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_buying_a_prime_location_house_in_citi_housing_society-54655256-3083-1.html,Gujranwala,House,5.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4250000.0,Citi Housing Society,Citi Housing Society
5 Marla Luxury House Available For Sale In Royal Palm City Gujranwala,2.25 Crore,22500000.0,5.0 Marla,5.0,https://www.zameen.com/Property/eminabad_more_royal_palm_city_5_marla_luxury_house_available_for_sale_in_royal_palm_city_gujranwala-54585138-11297-1.html,Gujranwala,House,4.0,5.0,"Eminabad More, Gujranwala, Punjab",4500000.0,Eminabad More,Eminabad More
5.5 Marla Ultra Modern House Available For Sale In Citi Housing Gujranwala,2.5 Crore,25000000.0,5.5 Marla,5.5,https://www.zameen.com/Property/gujranwala_citi_housing_society_5_5_marla_ultra_modern_house_available_for_sale_in_citi_housing_gujranwala-54580133-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",4545454.545454546,Citi Housing Society,Citi Housing Society
Luxury 5 Marla House Available For Sale In Citi Housing Gujranwala On Your Ideal Location,2.5 Crore,25000000.0,5.0 Marla,5.0,https://www.zameen.com/Property/gujranwala_citi_housing_society_luxury_5_marla_house_available_for_sale_in_citi_housing_gujranwala_on_your_ideal_location-54665457-3083-1.html,Gujranwala,House,4.0,5.0,"Citi Housing Society, Gujranwala, Punjab",5000000.0,Citi Housing Society,Citi Housing Society
